Date,Open EUR/CAD,Open EUR/CHF,Open USD/CAD,Open EUR/GBP,Open EUR/USD,Open EUR/CNY
2008-10-02,1.4902,1.5776,1.0629,0.7916,1.4020920000000001,9.6069
2008-10-03,1.4891,1.5672,1.0787,0.7822,1.3806049999999999,9.4615
2008-10-06,1.4776,1.5484,1.0826,0.7729,1.3650200000000001,9.4704
2008-10-07,1.4862,1.5513,1.1004,0.7746,1.351004,9.2272
2008-10-08,1.5006,1.5492,1.1047,0.778,1.505004,9.2769
2008-10-09,1.5362,1.5371,1.127,0.7885,1.362899,9.2818
2008-10-10,1.5605,1.5344,1.1477,0.7958,1.3600079999999999,9.2907
2008-10-13,1.5922,1.5363,1.1692,0.794,1.361804,9.2118
2008-10-14,1.5594,1.5467,1.1448,0.7808,1.3621940000000001,9.2114
2008-10-15,1.5824,1.5465,1.1625,0.7816,1.361507,9.3159
2008-10-16,1.6021,1.5243,1.192,0.7819,1.344303,9.248
2008-10-17,1.5918,1.529,1.1802,0.7776,1.349,9.1331
2008-10-20,1.5863,1.5233,1.184,0.7746,1.340501,9.1806
2008-10-21,1.5894,1.5323,1.194,0.7768,1.3313979999999999,9.074
2008-10-22,1.5825,1.5046,1.2118,0.783,1.305943,8.9399
2008-10-23,1.6095,1.493,1.256,0.7909,1.281542,8.7382
2008-10-24,1.6133,1.5,1.2468,0.798,1.2941129999999998,8.7625
2008-10-27,1.608,1.4683,1.2726,0.796,1.263807,8.5418
2008-10-28,1.6163,1.442,1.2968,0.8022,1.246836,8.5579
2008-10-29,1.6243,1.4744,1.2683,0.7961,1.281493,8.4896
2008-10-30,1.5836,1.4682,1.2222,0.7915,1.296008,8.778
2008-10-31,1.5503,1.4666,1.2034,0.7862,1.287996,8.7981
2008-11-03,1.5452,1.476,1.2103,0.7924,1.277498,8.794
2008-11-04,1.4882,1.4849,1.18,0.8,1.2620209999999998,8.6784
2008-11-05,1.4955,1.5102,1.1521,0.8145,1.298499,8.8622
2008-11-06,1.5099,1.4979,1.168,0.815,1.2914219999999998,8.8584
2008-11-07,1.5193,1.4946,1.1972,0.8146,1.269293,8.6848
2008-11-10,1.5162,1.5072,1.1825,0.8118,1.2824790000000001,8.7359
2008-11-11,1.5212,1.5027,1.1936,0.8153,1.2748110000000001,8.6906
2008-11-12,1.512,1.4858,1.208,0.814,1.252599,8.5538
2008-11-13,1.5421,1.4794,1.2375,0.8361,1.2466959999999998,8.5543
2008-11-14,1.5495,1.5165,1.2122,0.8577,1.278805,8.5346
2008-11-17,1.5548,1.5019,1.2418,0.8538,1.252897,8.5609
2008-11-18,1.5523,1.516,1.2279,0.8432,1.264542,8.6715
2008-11-19,1.5553,1.5182,1.2305,0.8442,1.263408,8.6357
2008-11-20,1.5652,1.5149,1.2527,0.8345,1.250328,8.5803
2008-11-21,1.6097,1.5244,1.2945,0.8438,1.244106,8.5412
2008-11-24,1.601,1.541,1.2676,0.8463,1.263759,8.3896
2008-11-25,1.5934,1.5455,1.234,0.8526,1.291606,8.7779
2008-11-26,1.5974,1.5467,1.2262,0.8447,1.303407,8.8741
2008-11-27,1.585,1.5503,1.229,0.8409,1.2896239999999999,8.7358
2008-11-28,1.5894,1.547,1.2336,0.837,1.289607,8.7789
2008-12-01,1.5739,1.5369,1.2419,0.8254,1.267507,8.671
2008-12-02,1.5699,1.5166,1.2466,0.8471,1.259795,8.6774
2008-12-03,1.588,1.533,1.2501,0.8527,1.270923,8.7298
2008-12-04,1.5929,1.5375,1.2538,0.8595,1.270406,8.6896
2008-12-05,1.6282,1.5272,1.2744,0.8698,1.277694,8.8161
2008-12-08,1.6216,1.5511,1.2738,0.866,1.489891,8.8002
2008-12-09,1.618,1.5579,1.2532,0.8685,1.291406,8.8809
2008-12-10,1.6286,1.5585,1.2598,0.8758,1.292741,8.8788
2008-12-11,1.6351,1.5607,1.2567,0.8792,1.301592,8.92
2008-12-12,1.6477,1.58,1.2363,0.8873,1.332924,9.0845
2008-12-15,1.6709,1.576,1.2434,0.8966,1.343996,9.215
2008-12-16,1.6906,1.5859,1.2348,0.895,1.3696190000000001,9.335
2008-12-17,1.6945,1.5748,1.2052,0.9024,1.406391,9.4346
2008-12-18,1.7164,1.5444,1.1915,0.9287,1.4406940000000001,9.7876
2008-12-19,1.7194,1.5418,1.2034,0.9489,1.4292040000000001,9.7106
2008-12-22,1.6988,1.5419,1.2151,0.9338,1.397995,9.5205
2008-12-23,1.7016,1.5268,1.2188,0.9412,1.3957899999999999,9.5396
2008-12-24,1.6974,1.5167,1.2179,0.9453,1.394097,9.5426
2008-12-25,1.6987,1.5017,1.2132,0.9481,1.4006969999999999,9.5426
2008-12-26,1.7032,1.5104,1.2154,0.9498,1.401601,9.5426
2008-12-29,1.7132,1.5031,1.2147,0.9614,1.410596,9.6897
2008-12-30,1.7095,1.4835,1.2188,0.9695,1.403548,9.7211
2008-12-31,1.7156,1.4923,1.2136,0.9775,1.413607,9.5852
2009-01-01,1.6947,1.473,1.2272,0.9586,1.397995,9.5852
2009-01-02,1.7114,1.4908,1.2224,0.9507,1.400266,9.4276
2009-01-05,1.6855,1.4951,1.2081,0.9604,1.3957899999999999,9.4606
2009-01-06,1.6195,1.5111,1.1876,0.9263,1.363178,9.2572
2009-01-07,1.5972,1.5066,1.1841,0.9049,1.349947,9.1717
2009-01-08,1.6281,1.5022,1.1962,0.9028,1.361341,9.3498
2009-01-09,1.6165,1.4988,1.1809,0.8994,1.369976,9.3507
2009-01-12,1.5974,1.4962,1.1904,0.8894,1.342696,9.1537
2009-01-13,1.6245,1.4895,1.2163,0.9012,1.3360049999999999,9.1041
2009-01-14,1.6154,1.4767,1.2234,0.9094,1.320707,9.0002
2009-01-15,1.6443,1.4731,1.2458,0.9034,1.320498,8.9868
2009-01-16,1.6466,1.4764,1.2513,0.8972,1.3162049999999998,8.9303
2009-01-19,1.6543,1.4919,1.2391,0.8975,1.335791,9.1065
2009-01-20,1.6411,1.4825,1.2536,0.9074,1.309792,8.97
2009-01-21,1.6306,1.4783,1.2654,0.9281,1.288593,8.834
2009-01-22,1.6365,1.5006,1.2602,0.936,1.298904,8.7786
2009-01-23,1.6291,1.5006,1.2523,0.937,1.3006440000000001,8.8366
2009-01-26,1.5965,1.4981,1.2376,0.9471,1.290206,8.8285
2009-01-27,1.6124,1.5013,1.2228,0.9436,1.3188440000000001,8.9793
2009-01-28,1.6194,1.5062,1.225,0.9316,1.322017,8.9718
2009-01-29,1.5956,1.5157,1.2135,0.9243,1.315097,9.0399
2009-01-30,1.5842,1.4934,1.2244,0.9058,1.293895,8.8641
2009-02-02,1.5658,1.4829,1.2279,0.8864,1.275396,8.69
2009-02-03,1.5957,1.4888,1.2455,0.9021,1.281197,8.753
2009-02-04,1.6037,1.489,1.2334,0.9016,1.3014059999999998,8.8788
2009-02-05,1.5823,1.4883,1.231,0.889,1.2856940000000001,8.7627
2009-02-06,1.5742,1.4979,1.2311,0.8742,1.279034,8.7537
2009-02-09,1.5815,1.5042,1.2203,0.8748,1.296092,8.7941
2009-02-10,1.581,1.5133,1.2203,0.8726,1.296798,8.9164
2009-02-11,1.603,1.4931,1.2415,0.8864,1.291806,8.8156
2009-02-12,1.5959,1.4931,1.241,0.8963,1.286604,8.7864
2009-02-13,1.6014,1.4963,1.2427,0.9013,1.288593,8.7486
2009-02-16,1.591,1.4882,1.2442,0.8985,1.2793940000000001,8.6903
2009-02-17,1.5893,1.4845,1.2417,0.8952,1.279361,8.6957
2009-02-18,1.5909,1.4708,1.2638,0.8836,1.2596040000000002,8.4311
2009-02-19,1.5825,1.4763,1.2598,0.8817,1.25666,8.5564
2009-02-20,1.5898,1.4866,1.2565,0.8873,1.265935,8.5925
2009-02-23,1.6023,1.4827,1.253,0.8896,1.2791,8.8172
2009-02-24,1.5855,1.4834,1.251,0.8765,1.267507,8.6911
2009-02-25,1.5957,1.4908,1.2402,0.8859,1.286604,8.6928
2009-02-26,1.5963,1.4879,1.2554,0.8948,1.271989,8.6885
2009-02-27,1.594,1.4829,1.2531,0.8893,1.272103,8.7086
2009-03-02,1.61,1.477,1.2784,0.8855,1.259827,8.5916
2009-03-03,1.6209,1.4772,1.2903,0.8948,1.256202,8.5888
2009-03-04,1.6209,1.4771,1.2936,0.8932,1.253196,8.5414
2009-03-05,1.6116,1.4774,1.2762,0.8913,1.262961,8.6043
2009-03-06,1.6153,1.4679,1.2878,0.8878,1.2548,8.5721
2009-03-09,1.6295,1.467,1.2817,0.8978,1.271698,8.6264
2009-03-10,1.6389,1.4624,1.2983,0.915,1.2621959999999999,8.6209
2009-03-11,1.6283,1.474,1.281,0.9221,1.2715370000000001,8.701
2009-03-12,1.6511,1.4796,1.2893,0.9249,1.280623,8.7159
2009-03-13,1.6494,1.5304,1.2793,0.9259,1.290006,8.7446
2009-03-16,1.6448,1.532,1.2764,0.9229,1.288627,8.8851
2009-03-17,1.6483,1.5364,1.2712,0.922,1.296983,8.8841
2009-03-18,1.6535,1.5383,1.269,0.9269,1.303407,8.8675
2009-03-19,1.6825,1.5396,1.247,0.9442,1.348909,8.9544
2009-03-20,1.6951,1.5343,1.2404,0.9424,1.3664,9.3333
2009-03-23,1.687,1.5333,1.2379,0.9412,1.362825,9.3327
2009-03-24,1.6659,1.5326,1.2235,0.935,1.361693,9.266
2009-03-25,1.6553,1.5245,1.2279,0.9167,1.3486,9.2452
2009-03-26,1.6693,1.5229,1.2294,0.9328,1.3577,9.2263
2009-03-27,1.6634,1.5244,1.2299,0.935,1.352997,9.2304
2009-03-30,1.6433,1.5197,1.2389,0.9283,1.326401,9.0133
2009-03-31,1.6637,1.5174,1.2618,0.9254,1.318496,8.9712
2009-04-01,1.6715,1.5084,1.2621,0.923,1.324503,9.0431
2009-04-02,1.6665,1.5168,1.2586,0.9154,1.3242049999999999,9.0173
2009-04-03,1.666,1.527,1.2373,0.9139,1.346602,9.1724
2009-04-06,1.6596,1.5261,1.2272,0.9088,1.3527040000000001,9.2435
2009-04-07,1.6612,1.5236,1.2392,0.9093,1.340536,9.1137
2009-04-08,1.6412,1.5161,1.2361,0.9009,1.328198,8.8553
2009-04-09,1.6394,1.5215,1.2372,0.9018,1.325205,9.0627
2009-04-10,1.6101,1.5216,1.2244,0.8966,1.315599,8.9633
2009-04-13,1.6157,1.5235,1.2261,0.8992,1.318131,8.9942
2009-04-14,1.6318,1.5141,1.2206,0.9001,1.3369879999999998,8.9633
2009-04-15,1.6106,1.5087,1.2136,0.8901,1.327404,9.051
2009-04-16,1.5918,1.511,1.2038,0.8814,1.322804,8.9863
2009-04-17,1.5937,1.5115,1.209,0.8833,1.3184790000000002,8.9994
2009-04-20,1.5817,1.5207,1.2121,0.8812,1.304819,8.8829
2009-04-21,1.599,1.5109,1.237,0.889,1.292925,8.7971
2009-04-22,1.5996,1.5115,1.237,0.8821,1.293393,8.8397
2009-04-23,1.6097,1.5135,1.2385,0.8975,1.300492,8.6375
2009-04-24,1.6078,1.512,1.2239,0.8929,1.313991,8.8848
2009-04-27,1.6028,1.5042,1.212,0.9024,1.322506,8.9769
2009-04-28,1.587,1.5059,1.2187,0.8903,1.302592,8.8617
2009-04-29,1.6028,1.502,1.2204,0.8975,1.312905,8.8965
2009-04-30,1.5953,1.5067,1.2035,0.898,1.326225,9.0502
2009-05-01,1.5805,1.5089,1.194,0.8947,1.323294,9.0101
2009-05-04,1.5727,1.5097,1.1843,0.8889,1.328286,9.0544
2009-05-05,1.5733,1.5111,1.1725,0.8926,1.341904,9.0968
2009-05-06,1.5637,1.5092,1.1746,0.8833,1.331717,9.0356
2009-05-07,1.5528,1.5088,1.1664,0.8786,1.331576,9.0559
2009-05-08,1.5672,1.5131,1.1701,0.8907,1.339567,9.1236
2009-05-11,1.5668,1.5062,1.1501,0.8961,1.362398,9.2823
2009-05-12,1.5822,1.5069,1.1644,0.8975,1.359102,9.2686
2009-05-13,1.5831,1.5088,1.1609,0.8935,1.364592,9.3143
2009-05-14,1.5962,1.505,1.1746,0.8969,1.359305,9.2319
2009-05-15,1.5953,1.506,1.1703,0.895,1.3635680000000001,9.2804
2009-05-18,1.5883,1.5135,1.1778,0.8886,1.348127,9.1723
2009-05-19,1.5761,1.5107,1.1621,0.8838,1.3561530000000002,9.2355
2009-05-20,1.5741,1.5115,1.1549,0.8801,1.363234,9.2581
2009-05-21,1.5712,1.5155,1.1409,0.8743,1.37741,9.3736
2009-05-22,1.5797,1.5194,1.1363,0.877,1.3905299999999998,9.4762
2009-05-25,1.5722,1.5201,1.1212,0.8804,1.402426,9.5324
2009-05-26,1.574,1.5176,1.1244,0.8803,1.400482,9.5235
2009-05-27,1.5607,1.5159,1.1155,0.8777,1.399306,9.5159
2009-05-28,1.5511,1.5113,1.1212,0.8666,1.383585,9.4228
2009-05-29,1.5527,1.5122,1.1149,0.8742,1.3930879999999999,9.531
2009-06-01,1.5393,1.5082,1.0904,0.8726,1.411891,
2009-06-02,1.5443,1.5152,1.0904,0.8609,1.41611,9.6489
2009-06-03,1.5479,1.5186,1.0821,0.8632,1.4307379999999998,9.7499
2009-06-04,1.5716,1.5153,1.1102,0.8676,1.415508,9.6573
2009-06-05,1.557,1.5158,1.0985,0.8798,1.417917,9.6741
2009-06-08,1.5612,1.5176,1.1202,0.8736,1.393981,9.5362
2009-06-09,1.5521,1.5171,1.116,0.8667,1.391401,9.4675
2009-06-10,1.5531,1.5167,1.105,0.862,1.405995,9.604
2009-06-11,1.5502,1.5109,1.1088,0.8546,1.398406,9.5705
2009-06-12,1.5548,1.51,1.102,0.8507,1.410895,9.6107
2009-06-15,1.5645,1.51,1.1187,0.8513,1.398562,9.5068
2009-06-16,1.56,1.506,1.1319,0.8458,1.378607,9.4336
2009-06-17,1.5691,1.5058,1.1349,0.8433,1.38303,9.471
2009-06-18,1.578,1.5053,1.1324,0.8503,1.393709,9.4464
2009-06-19,1.5743,1.5104,1.1314,0.85,1.391401,9.5122
2009-06-22,1.58,1.5063,1.1336,0.8461,1.393825,9.4864
2009-06-23,1.5977,1.5058,1.1524,0.8479,1.386501,9.2597
2009-06-24,1.6196,1.5015,1.1506,0.856,1.407678,9.5712
2009-06-25,1.6099,1.5296,1.1552,0.8483,1.394,9.5502
2009-06-26,1.6155,1.5306,1.1553,0.8542,1.398562,9.3166
2009-06-29,1.6219,1.5241,1.1535,0.8515,1.406213,9.5667
2009-06-30,1.6291,1.5251,1.1566,0.8497,1.408788,9.6201
2009-07-01,1.6315,1.5241,1.1621,0.8525,1.4039030000000001,9.5725
2009-07-02,1.6233,1.5199,1.1488,0.8579,1.413308,9.6728
2009-07-03,1.6237,1.5179,1.1634,0.8537,1.3960629999999998,9.5384
2009-07-06,1.6219,1.5186,1.1622,0.8567,1.3957899999999999,9.5405
2009-07-07,1.6212,1.5162,1.1602,0.8587,1.3976629999999999,9.5291
2009-07-08,1.6228,1.5156,1.1664,0.8635,1.391692,9.4856
2009-07-09,1.6188,1.5132,1.1664,0.8643,1.388041,9.4445
2009-07-10,1.6288,1.5121,1.1612,0.8582,1.402466,9.5331
2009-07-13,1.6222,1.514,1.1617,0.8614,1.396902,9.4897
2009-07-14,1.6091,1.5136,1.1506,0.8605,1.398699,9.536
2009-07-15,1.5837,1.521,1.1338,0.8559,1.397175,9.5322
2009-07-16,1.5735,1.5153,1.1156,0.8581,1.410596,9.6234
2009-07-17,1.58,1.518,1.1175,0.8613,1.414107,9.6289
2009-07-20,1.5732,1.5197,1.1061,0.8596,1.422698,9.6568
2009-07-21,1.5714,1.516,1.1055,0.8643,1.421767,9.686
2009-07-22,1.563,1.5152,1.1003,0.8629,1.420676,9.6847
2009-07-23,1.5426,1.5204,1.0893,0.8576,1.41629,9.7094
2009-07-24,1.5426,1.5232,1.0893,0.8648,1.421202,9.5069
2009-07-27,1.5389,1.5237,1.0807,0.8638,1.424258,9.7024
2009-07-28,1.5317,1.5231,1.0818,0.8631,1.4163299999999999,9.7259
2009-07-29,1.5289,1.5269,1.0902,0.8572,1.4027020000000001,9.6489
2009-07-30,1.5254,1.5306,1.0839,0.853,1.407598,9.589
2009-07-31,1.5254,1.5221,1.0839,0.8533,1.426005,9.4103
2009-08-03,1.537,1.527,1.0661,0.8508,1.4417950000000002,9.7097
2009-08-04,1.5434,1.5267,1.0719,0.85,1.440009,9.8057
2009-08-05,1.542,1.5293,1.0698,0.8479,1.441899,9.8118
2009-08-06,1.5468,1.5285,1.0771,0.8552,1.436183,9.8221
2009-08-07,1.5468,1.5327,1.0771,0.8495,1.4191040000000001,9.7884
2009-08-10,1.5383,1.5345,1.0882,0.8579,1.413767,9.6959
2009-08-11,1.5575,1.5309,1.1006,0.8582,1.4154879999999999,9.6426
2009-08-12,1.547,1.5293,1.0894,0.8607,1.420334,9.4874
2009-08-13,1.5524,1.5286,1.0869,0.8618,1.428204,9.6973
2009-08-14,1.5524,1.5225,1.0869,0.8591,1.4206969999999999,9.727
2009-08-17,1.5591,1.5182,1.1073,0.8618,1.408193,9.645
2009-08-18,1.5566,1.5203,1.1017,0.8536,1.413108,9.6245
2009-08-19,1.5586,1.5158,1.0955,0.8604,1.422657,9.6322
2009-08-20,1.5506,1.5153,1.0879,0.8634,1.4254959999999999,9.7282
2009-08-21,1.5506,1.5162,1.0879,0.8634,1.4320899999999999,9.7062
2009-08-24,1.5393,1.5178,1.0773,0.8707,1.4293069999999999,9.7653
2009-08-25,1.5532,1.5179,1.0859,0.8747,1.430124,9.7428
2009-08-26,1.5633,1.5217,1.0973,0.8773,1.424806,9.7726
2009-08-27,1.5605,1.5192,1.0874,0.8819,1.435194,9.7028
2009-08-28,1.5604,1.515,1.0898,0.8789,1.4302059999999999,9.6043
2009-08-31,1.5686,1.5178,1.0941,0.8802,1.4337950000000002,9.7409
2009-09-01,1.568,1.5149,1.1027,0.8798,1.42203,9.5529
2009-09-02,1.5762,1.5134,1.1044,0.8773,1.427409,9.6914
2009-09-03,1.5709,1.5144,1.1022,0.8729,1.425761,9.7318
2009-09-04,1.5709,1.5154,1.1022,0.8729,1.429409,9.7215
2009-09-07,1.5451,1.5191,1.078,0.8776,1.433692,9.7254
2009-09-08,1.5641,1.5167,1.0786,0.8781,1.450453,9.7706
2009-09-09,1.5697,1.5154,1.0787,0.8798,1.455562,9.8755
2009-09-10,1.5709,1.514,1.0772,0.8754,1.4584059999999999,9.9346
2009-09-11,1.5709,1.5134,1.0772,0.8743,1.458002,9.9591
2009-09-14,1.5849,1.5124,1.0834,0.8823,1.4636790000000002,9.9041
2009-09-15,1.5721,1.5169,1.0723,0.8892,1.466297,9.9623
2009-09-16,1.569,1.5178,1.0669,0.8922,1.470805,9.9999
2009-09-17,1.5695,1.5159,1.0649,0.8959,1.4741,10.0385
2009-09-18,1.5695,1.513,1.0649,0.8959,1.4716049999999998,10.0366
2009-09-21,1.5834,1.5152,1.0782,0.9052,1.468493,9.9947
2009-09-22,1.5808,1.5143,1.0685,0.9041,1.4797280000000002,10.0269
2009-09-23,1.581,1.5123,1.0749,0.9006,1.471302,10.0812
2009-09-24,1.5969,1.5093,1.0897,0.9137,1.465695,10.0374
2009-09-25,1.5969,1.509,1.0897,0.9193,1.468493,10.008
2009-09-28,1.5872,1.5098,1.0852,0.9205,1.462844,9.942
2009-09-29,1.5817,1.5114,1.0844,0.9133,1.458896,9.9719
2009-09-30,1.564,1.5164,1.0685,0.9145,1.464107,9.9652
2009-10-01,1.576,1.5135,1.0837,0.9134,1.454334,9.9641
2009-10-02,1.5815,1.5092,1.0842,0.9186,1.458002,9.7222
2009-10-05,1.5687,1.512,1.0708,0.9193,1.464987,9.9684
2009-10-06,1.5589,1.5114,1.0593,0.9244,1.4718,9.786
2009-10-07,1.5588,1.5174,1.0613,0.9205,1.468968,10.0109
2009-10-08,1.5554,1.5176,1.0522,0.9195,1.477803,10.0539
2009-10-09,1.5554,1.5176,1.0522,0.9195,1.4734049999999999,10.0672
2009-10-12,1.5296,1.5168,1.0347,0.9352,1.47835,10.0268
2009-10-13,1.5316,1.5172,1.0317,0.9319,1.484803,10.0649
2009-10-14,1.5299,1.5148,1.0248,0.933,1.493005,10.1392
2009-10-15,1.5412,1.5165,1.0318,0.9173,1.494232,10.1887
2009-10-16,1.5412,1.5172,1.0318,0.9173,1.490802,10.1628
2009-10-19,1.5395,1.5134,1.0289,0.9122,1.496401,10.1462
2009-10-20,1.5666,1.5117,1.0491,0.9115,1.493607,10.2017
2009-10-21,1.5666,1.5094,1.0433,0.9036,1.501795,10.1739
2009-10-22,1.573,1.5097,1.0466,0.9045,1.502991,10.2216
2009-10-23,1.573,1.514,1.0466,0.9198,1.5010059999999998,10.2336
2009-10-26,1.5795,1.5126,1.0532,0.9206,1.499498,10.2446
2009-10-27,1.5881,1.5139,1.069,0.9116,1.485774,10.1565
2009-10-28,1.5773,1.5127,1.0641,0.9035,1.482404,9.9599
2009-10-29,1.5901,1.5103,1.0805,0.8986,1.471909,10.0318
2009-10-30,1.5839,1.511,1.0676,0.8959,1.484098,10.1067
2009-11-02,1.5926,1.5095,1.0828,0.8959,1.4711940000000001,10.0653
2009-11-03,1.5919,1.5097,1.0776,0.9009,1.4773450000000001,10.1041
2009-11-04,1.5707,1.5108,1.0668,0.8967,1.472711,10.0353
2009-11-05,1.5798,1.51,1.0632,0.8976,1.486304,10.0995
2009-11-06,1.5839,1.5116,1.0652,0.8973,1.487409,10.1369
2009-11-09,1.5962,1.5109,1.074,0.8938,1.486304,10.1791
2009-11-10,1.5835,1.5116,1.0556,0.894,1.50051,10.2077
2009-11-11,1.5741,1.5103,1.0495,0.8956,1.500105,10.2078
2009-11-12,1.5649,1.5104,1.0445,0.9035,1.498442,10.2192
2009-11-13,1.567,1.5104,1.0549,0.8954,1.48584,10.1246
2009-11-16,1.569,1.5093,1.0501,0.8942,1.4962,10.2023
2009-11-17,1.5684,1.509,1.047,0.8896,1.498307,10.1865
2009-11-18,1.5636,1.5113,1.0511,0.8845,1.48763,10.1449
2009-11-19,1.5781,1.5109,1.0551,0.8932,1.495797,10.1626
2009-11-20,1.5844,1.5115,1.0626,0.8954,1.491602,10.1699
2009-11-23,1.5888,1.5122,1.0684,0.9008,1.4872100000000001,10.1729
2009-11-24,1.5803,1.5109,1.0568,0.9006,1.495797,10.1703
2009-11-25,1.5828,1.5096,1.0578,0.9023,1.496715,10.2193
2009-11-26,1.5829,1.5082,1.0467,0.9055,1.512608,10.0877
2009-11-27,1.5892,1.5046,1.0615,0.9106,1.4974100000000001,10.1814
2009-11-30,1.5901,1.508,1.0596,0.9091,1.500082,10.2675
2009-12-01,1.5843,1.5085,1.054,0.9136,1.503443,10.2243
2009-12-02,1.5789,1.5072,1.0463,0.9076,1.509069,10.2816
2009-12-03,1.5812,1.5072,1.0494,0.904,1.506705,10.2842
2009-12-04,1.5906,1.5062,1.0559,0.9098,1.5062959999999999,10.2657
2009-12-07,1.5703,1.5102,1.056,0.9026,1.487475,10.1518
2009-12-08,1.5581,1.5116,1.0503,0.9012,1.483393,10.1116
2009-12-09,1.564,1.5096,1.0645,0.9042,1.4694,10.0201
2009-12-10,1.554,1.512,1.0544,0.9052,1.473818,10.0305
2009-12-11,1.5485,1.5115,1.0513,0.9048,1.472993,10.0285
2009-12-14,1.5482,1.5122,1.0587,0.9006,1.462801,9.9972
2009-12-15,1.5519,1.5116,1.0588,0.8983,1.46561,9.9747
2009-12-16,1.542,1.5125,1.0604,0.8937,1.4539959999999998,9.9178
2009-12-17,1.5422,1.5091,1.062,0.8897,1.452433,9.8209
2009-12-18,1.535,1.5011,1.07,0.8874,1.434597,9.7885
2009-12-21,1.5287,1.4908,1.067,0.8884,1.4334040000000001,9.7716
2009-12-22,1.5166,1.4935,1.0618,0.8897,1.428776,9.7575
2009-12-23,1.5065,1.4944,1.0568,0.8925,1.425578,9.7018
2009-12-24,1.5032,1.4897,1.0485,0.8979,1.433692,9.6347
2009-12-25,1.5093,1.4904,1.05,0.9002,1.438497,
2009-12-28,1.507,1.4906,1.0486,0.9004,1.437484,9.8072
2009-12-29,1.4988,1.488,1.0427,0.8982,1.437505,9.7966
2009-12-30,1.4983,1.4882,1.0442,0.9017,1.434803,9.6627
2009-12-31,1.5126,1.4861,1.0546,0.892,1.4342059999999999,9.6299
2010-01-01,1.5058,1.4834,1.0517,0.8859,1.432706,
2010-01-04,1.4992,1.4835,1.0475,0.8866,1.4310040000000002,9.7356
2010-01-05,1.5012,1.4845,1.0407,0.8951,1.44271,9.8532
2010-01-06,1.4929,1.4847,1.0392,0.898,1.436596,9.8068
2010-01-07,1.4855,1.4798,1.0315,0.8986,1.4403,9.5974
2010-01-08,1.4802,1.4799,1.0338,0.8982,1.4320899999999999,9.7512
2010-01-11,1.4867,1.4758,1.0281,0.8993,1.446487,9.876
2010-01-12,1.4997,1.4753,1.0339,0.9004,1.4508940000000001,9.8806
2010-01-13,1.5044,1.475,1.0392,0.8961,1.447807,9.8758
2010-01-14,1.4971,1.4776,1.031,0.8918,1.452412,9.9035
2010-01-15,1.4839,1.4771,1.0235,0.8874,1.449906,9.8266
2010-01-18,1.4788,1.4752,1.0292,0.882,1.437236,9.8017
2010-01-19,1.4763,1.4749,1.0253,0.8806,1.440507,9.8096
2010-01-20,1.4734,1.4748,1.0316,0.8729,1.428408,9.6774
2010-01-21,1.4745,1.4726,1.0453,0.8654,1.411114,9.4607
2010-01-22,1.4808,1.4689,1.0507,0.8703,1.409841,9.6062
2010-01-25,1.4949,1.4737,1.0565,0.8782,1.415408,9.6403
2010-01-26,1.4952,1.4715,1.0568,0.8708,1.414807,9.5906
2010-01-27,1.4952,1.4728,1.062,0.8721,1.408094,9.5798
2010-01-28,1.4923,1.4727,1.0637,0.8671,1.4029969999999998,9.5455
2010-01-29,1.4883,1.469,1.066,0.8647,1.396707,9.4939
2010-02-01,1.4817,1.4715,1.0681,0.8684,1.3875979999999999,9.4634
2010-02-02,1.478,1.4711,1.062,0.8726,1.392176,9.4877
2010-02-03,1.477,1.474,1.0569,0.8738,1.397585,9.3224
2010-02-04,1.476,1.471,1.0616,0.8733,1.390182,9.4547
2010-02-05,1.4729,1.4645,1.0719,0.8714,1.374476,9.3426
2010-02-08,1.4618,1.4675,1.0713,0.8745,1.364498,9.2872
2010-02-09,1.467,1.465,1.0746,0.8768,1.365672,9.3307
2010-02-10,1.4706,1.4682,1.0672,0.878,1.378208,9.3753
2010-02-11,1.4599,1.4665,1.0618,0.8806,1.375005,9.3915
2010-02-12,1.43737,1.4656,1.05,0.8717,1.3689440000000002,9.3207
2010-02-15,1.4312,1.4655,1.0504,0.869,1.362806,9.2624
2010-02-16,1.4267,1.4652399999999999,1.0494,0.8679,1.3597299999999999,9.3038
2010-02-17,1.4357799999999998,1.4672,1.0432,0.8718,1.3765379999999998,9.3786
2010-02-18,1.4231,1.4664,1.0459,0.8676,1.361063,9.2648
2010-02-19,1.4142,1.4646,1.05,0.8729,1.347055,9.1808
2010-02-22,1.4153,1.4652,1.0387,0.8808,1.362899,9.2843
2010-02-23,1.4169,1.463,1.0416,0.8776,1.360618,9.2914
2010-02-24,1.42655,1.464,1.0546,0.8756,1.352686,9.2167
2010-02-25,1.4249,1.4636,1.0522,0.8784,1.354463,9.1737
2010-02-26,1.4362,1.4635,1.061,0.8882,1.353748,9.2479
2010-03-01,1.43402,1.4634,1.0511,0.8982,1.3642940000000001,9.2591
2010-03-02,1.41215,1.4634,1.0415,0.9056,1.355969,9.2169
2010-03-03,1.409,1.4631,1.0349,0.9066,1.3620079999999999,9.2885
2010-03-04,1.4136,1.4626,1.0319,0.9072,1.370126,9.3047
2010-03-05,1.4003,1.4624,1.0312,0.9035799999999999,1.358308,9.2498
2010-03-08,1.3999,1.4632,1.0265,0.90041,1.364107,9.3135
